,BeginDate,EndDate,Type,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,gender,SeniorCitizen,Partner,Dependents,MultipleLines,TenureMonths,ChargeGroup
4369,2019-07-01,2019-10-01,Month-to-month,No,Electronic check,24.75,66.95,1,DSL,No,No,No,No,No,No,Male,0,No,No,Unknown,3,Low
4370,2018-05-01,,One year,No,Mailed check,80.9,1714.95,0,DSL,Yes,No,Yes,Yes,Yes,Yes,Female,0,Yes,No,No,21,High
4371,2019-01-01,,One year,No,Bank transfer (automatic),24.5,343.6,0,No,No,No,No,No,No,No,Male,0,Yes,Yes,Yes,13,Low
4372,2020-01-01,,Month-to-month,Yes,Bank transfer (automatic),20.15,20.15,0,No,No,No,No,No,No,No,Male,0,Yes,Yes,No,1,Low
4373,2018-01-01,,One year,No,Mailed check,20.05,520.1,0,No,No,No,No,No,No,No,Female,0,Yes,Yes,No,25,Low
4374,2014-03-01,,Two year,Yes,Bank transfer (automatic),19.6,1387.45,0,No,No,No,No,No,No,No,Male,0,Yes,Yes,No,72,Low
4375,2014-08-01,,One year,Yes,Bank transfer (automatic),114.3,7383.7,0,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,No,No,Yes,67,Very High
4376,2016-05-01,,One year,Yes,Electronic check,100.3,4483.95,0,Fiber optic,Yes,Yes,No,No,Yes,Yes,Female,0,No,No,No,46,Very High
4377,2018-04-01,,Month-to-month,Yes,Credit card (automatic),80.0,1706.45,0,Fiber optic,No,No,No,No,Yes,No,Female,0,Yes,No,No,22,High
4378,2014-07-01,,One year,Yes,Bank transfer (automatic),20.85,1327.4,0,No,No,No,No,No,No,No,Female,0,Yes,No,No,68,Low
4379,2014-06-01,,Two year,Yes,Bank transfer (automatic),89.95,5974.3,0,Fiber optic,No,No,Yes,No,Yes,No,Female,0,Yes,No,Yes,69,High
4380,2020-02-01,,Two year,No,Mailed check,20.0,20.0,0,No,No,No,No,No,No,No,Female,0,Yes,Yes,No,0,Low
4381,2015-11-01,2019-12-01,Month-to-month,Yes,Credit card (automatic),90.85,4515.85,1,Fiber optic,No,No,Yes,No,No,Yes,Female,1,No,No,Yes,50,High
4382,2019-10-01,,Month-to-month,No,Mailed check,48.75,179.85,0,DSL,No,No,No,No,No,No,Female,1,No,No,Yes,4,Medium
4383,2014-11-01,,One year,No,Credit card (automatic),80.0,5040.2,0,DSL,Yes,Yes,Yes,Yes,No,Yes,Male,0,Yes,No,Yes,64,High
4384,2019-09-01,2019-11-01,Month-to-month,No,Bank transfer (automatic),79.7,165.0,1,Fiber optic,No,Yes,Yes,No,No,No,Female,0,Yes,No,No,2,High
4385,2018-05-01,,One year,Yes,Mailed check,20.35,422.7,0,No,No,No,No,No,No,No,Male,0,No,No,No,21,Low
4386,2015-04-01,2019-11-01,Two year,No,Bank transfer (automatic),57.55,3046.4,1,DSL,Yes,Yes,No,Yes,No,No,Male,0,Yes,Yes,No,56,Medium
4387,2020-01-01,,Month-to-month,Yes,Mailed check,20.25,20.25,0,No,No,No,No,No,No,No,Male,0,No,Yes,No,1,Low
4388,2018-09-01,,Two year,No,Mailed check,19.4,358.05,0,No,No,No,No,No,No,No,Female,0,No,No,No,17,Low
4389,2017-08-01,,Month-to-month,Yes,Bank transfer (automatic),100.4,2936.25,0,Fiber optic,Yes,No,No,No,Yes,Yes,Male,0,No,No,Yes,30,Very High
4390,2018-04-01,,Month-to-month,Yes,Mailed check,57.95,1271.8,0,DSL,Yes,Yes,No,Yes,No,No,Male,0,Yes,Yes,No,22,Medium
4391,2019-05-01,,Month-to-month,Yes,Bank transfer (automatic),59.5,530.05,0,DSL,No,No,No,Yes,Yes,No,Female,0,No,No,No,9,Medium
4392,2020-01-01,,Month-to-month,No,Mailed check,19.2,19.2,0,No,No,No,No,No,No,No,Male,0,Yes,Yes,No,1,Low
4393,2018-02-01,2019-11-01,Month-to-month,Yes,Electronic check,86.5,1808.7,1,Fiber optic,No,No,No,No,No,Yes,Female,0,Yes,No,Yes,21,High
4394,2018-07-01,,Month-to-month,No,Electronic check,59.55,1144.6,0,DSL,No,No,Yes,Yes,No,No,Male,0,No,No,Yes,19,Medium
4395,2014-03-01,2019-12-01,Month-to-month,Yes,Electronic check,103.95,7446.9,1,Fiber optic,No,Yes,Yes,No,Yes,Yes,Female,0,Yes,Yes,Yes,70,Very High
4396,2019-10-01,2019-11-01,Month-to-month,Yes,Electronic check,25.1,25.1,1,DSL,No,No,No,No,No,No,Male,1,No,No,Unknown,1,Low
4397,2014-02-01,,Two year,Yes,Bank transfer (automatic),103.95,7556.9,0,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Female,0,Yes,No,Yes,73,Very High
4398,2014-04-01,,Two year,No,Credit card (automatic),68.95,4858.7,0,DSL,Yes,No,Yes,No,Yes,No,Male,0,Yes,Yes,Yes,71,High
4399,2014-08-01,,Month-to-month,Yes,Bank transfer (automatic),103.1,6595.0,0,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Female,0,No,No,Yes,67,Very High
4400,2019-07-01,,Month-to-month,Yes,Electronic check,24.7,149.05,0,DSL,No,No,No,No,No,No,Female,0,Yes,Yes,Unknown,7,Low
4401,2016-04-01,,Month-to-month,Yes,Electronic check,110.2,4972.1,0,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Female,1,Yes,Yes,Yes,47,Very High
4402,2016-08-01,2019-11-01,Month-to-month,Yes,Credit card (automatic),48.95,1880.85,1,DSL,Yes,Yes,No,Yes,Yes,No,Male,0,No,No,Unknown,40,Medium
4403,2017-06-01,,Month-to-month,No,Bank transfer (automatic),62.45,2045.55,0,DSL,No,Yes,Yes,No,No,No,Female,0,Yes,Yes,Yes,32,Medium
4404,2018-02-01,,Month-to-month,Yes,Electronic check,89.55,2187.15,0,Fiber optic,No,Yes,Yes,No,No,Yes,Male,0,No,No,No,24,High
4405,2019-07-01,2020-01-01,Month-to-month,Yes,Credit card (automatic),83.55,477.55,1,Fiber optic,No,Yes,No,No,No,Yes,Male,0,Yes,Yes,No,6,High
4406,2017-01-01,,Month-to-month,Yes,Credit card (automatic),78.9,2976.95,0,DSL,Yes,Yes,Yes,Yes,Yes,No,Female,0,No,No,Yes,38,High
4407,2019-06-01,,Month-to-month,No,Mailed check,20.35,178.7,0,No,No,No,No,No,No,No,Male,0,No,Yes,No,8,Low
4408,2014-02-01,,Two year,Yes,Bank transfer (automatic),71.45,5025.85,0,DSL,Yes,No,Yes,No,Yes,No,Female,0,Yes,Yes,Yes,73,High
4409,2014-03-01,,Two year,No,Credit card (automatic),46.35,3353.4,0,DSL,Yes,Yes,Yes,Yes,No,No,Male,1,Yes,No,Unknown,72,Medium
4410,2018-10-01,,Month-to-month,Yes,Bank transfer (automatic),94.65,1461.15,0,Fiber optic,No,Yes,No,No,Yes,Yes,Female,0,Yes,No,No,16,Very High
4411,2015-05-01,,Month-to-month,Yes,Bank transfer (automatic),49.9,2782.4,0,DSL,Yes,No,Yes,Yes,No,Yes,Female,0,Yes,No,Unknown,58,Medium
4412,2014-08-01,,One year,No,Bank transfer (automatic),25.45,1699.15,0,No,No,No,No,No,No,No,Male,0,No,No,Yes,67,Low
4413,2018-08-01,2020-01-01,Month-to-month,Yes,Electronic check,89.15,1496.9,1,Fiber optic,No,Yes,Yes,No,Yes,No,Female,1,No,No,No,17,High
4414,2018-05-01,,Month-to-month,No,Mailed check,20.75,452.2,0,No,No,No,No,No,No,No,Female,0,No,Yes,No,21,Low
4415,2014-08-01,,Two year,Yes,Credit card (automatic),66.1,4428.45,0,DSL,Yes,Yes,Yes,No,No,No,Male,0,Yes,No,Yes,67,Medium
4416,2018-09-01,,Month-to-month,Yes,Bank transfer (automatic),75.4,1322.55,0,DSL,No,Yes,No,No,Yes,Yes,Female,0,Yes,No,Yes,17,High
4417,2019-11-01,2019-12-01,Month-to-month,Yes,Mailed check,70.45,70.45,1,Fiber optic,No,No,No,No,No,No,Male,0,No,Yes,No,1,High
4418,2015-03-01,2020-01-01,One year,No,Credit card (automatic),60.3,3563.8,1,DSL,Yes,Yes,Yes,No,No,No,Male,0,Yes,No,No,59,Medium
4419,2019-06-01,,Month-to-month,No,Credit card (automatic),21.05,139.75,0,No,No,No,No,No,No,No,Female,0,Yes,Yes,No,8,Low
4420,2017-11-01,,One year,No,Credit card (automatic),69.35,1927.3,0,DSL,Yes,No,Yes,Yes,Yes,No,Male,0,No,No,No,27,High
4421,2017-04-01,,Month-to-month,No,Mailed check,88.85,3000.25,0,Fiber optic,No,Yes,No,No,No,Yes,Male,0,Yes,No,Yes,35,High
4422,2017-08-01,,One year,Yes,Bank transfer (automatic),97.0,3021.3,0,Fiber optic,No,Yes,No,No,Yes,Yes,Male,0,No,No,No,30,Very High
4423,2017-05-01,,Month-to-month,Yes,Credit card (automatic),66.4,2245.4,0,DSL,No,Yes,Yes,No,Yes,No,Male,0,No,No,No,34,Medium
4424,2019-09-01,2019-10-01,Month-to-month,No,Electronic check,24.75,24.75,1,DSL,No,No,No,No,No,No,Male,0,No,Yes,Unknown,1,Low
4425,2018-12-01,,Month-to-month,No,Mailed check,69.2,944.65,0,DSL,Yes,Yes,No,No,No,Yes,Male,0,Yes,Yes,Yes,14,High
4426,2018-10-01,,One year,Yes,Credit card (automatic),79.5,1264.2,0,Fiber optic,No,No,No,Yes,No,No,Female,0,No,Yes,Yes,16,High
4427,2016-01-01,,Two year,No,Credit card (automatic),100.65,4917.75,0,Fiber optic,No,No,Yes,Yes,Yes,Yes,Female,0,No,No,No,50,Very High
4428,2018-05-01,2019-12-01,Month-to-month,No,Electronic check,103.3,2012.7,1,Fiber optic,No,No,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,19,Very High
4429,2014-04-01,,Two year,No,Bank transfer (automatic),79.7,5743.3,0,DSL,Yes,Yes,Yes,Yes,Yes,No,Female,0,Yes,Yes,Yes,71,High
4430,2017-06-01,,Month-to-month,No,Bank transfer (automatic),61.4,1864.65,0,DSL,Yes,Yes,No,Yes,No,No,Female,0,Yes,Yes,No,32,Medium
4431,2018-08-01,,Month-to-month,Yes,Electronic check,69.8,1221.65,0,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,18,High
4432,2017-01-01,,Two year,Yes,Mailed check,40.55,1390.85,0,DSL,Yes,Yes,No,Yes,No,No,Male,0,No,No,Unknown,38,Low
4433,2019-10-01,,Month-to-month,Yes,Electronic check,75.65,302.35,0,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,4,High
4434,2018-10-01,,Month-to-month,No,Electronic check,90.7,1374.9,0,Fiber optic,Yes,Yes,Yes,No,No,No,Female,0,Yes,No,Yes,16,High
4435,2018-09-01,,Month-to-month,Yes,Bank transfer (automatic),80.5,1336.9,0,Fiber optic,No,Yes,No,No,No,No,Male,0,Yes,No,Yes,17,High
4436,2018-07-01,,Month-to-month,Yes,Electronic check,60.6,1297.8,0,DSL,Yes,Yes,Yes,No,No,No,Female,0,No,Yes,No,19,Medium
4437,2015-02-01,,Two year,No,Credit card (automatic),101.15,6067.4,0,Fiber optic,No,No,Yes,No,Yes,Yes,Male,0,Yes,No,Yes,61,Very High
4438,2015-11-01,,Two year,Yes,Mailed check,24.95,1222.25,0,No,No,No,No,No,No,No,Male,0,Yes,Yes,Yes,52,Low
4439,2017-10-01,,Two year,Yes,Credit card (automatic),20.3,487.95,0,No,No,No,No,No,No,No,Male,0,Yes,Yes,No,28,Low
4440,2016-07-01,,Two year,Yes,Electronic check,60.0,2548.55,0,DSL,No,Yes,No,No,No,Yes,Male,0,No,No,No,44,Medium
4441,2016-08-01,,Two year,No,Electronic check,20.25,835.5,0,No,No,No,No,No,No,No,Male,0,Yes,No,No,43,Low
4442,2019-10-01,2020-01-01,Month-to-month,Yes,Electronic check,78.5,242.05,1,Fiber optic,No,No,No,No,Yes,No,Male,0,No,No,No,3,High
4443,2020-01-01,,Month-to-month,No,Mailed check,44.75,44.75,0,DSL,No,No,No,No,No,No,Female,0,No,No,No,1,Medium
4444,2019-08-01,2019-11-01,Month-to-month,No,Mailed check,19.85,63.75,1,No,No,No,No,No,No,No,Female,0,No,No,No,3,Low
4445,2014-11-01,,Two year,No,Credit card (automatic),98.0,6218.45,0,Fiber optic,Yes,Yes,Yes,No,Yes,No,Female,0,No,No,Yes,64,Very High
4446,2019-08-01,2019-11-01,Month-to-month,Yes,Electronic check,79.9,260.9,1,Fiber optic,No,No,No,No,Yes,No,Male,1,No,No,No,3,High
4447,2014-06-01,,Month-to-month,Yes,Electronic check,107.7,7320.9,0,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Male,0,Yes,No,Yes,69,Very High
4448,2017-07-01,2020-01-01,Month-to-month,Yes,Electronic check,99.7,2967.35,1,Fiber optic,No,Yes,No,No,Yes,Yes,Female,1,No,No,Yes,30,Very High
4449,2015-02-01,,Two year,No,Electronic check,104.7,6333.8,0,Fiber optic,No,Yes,Yes,No,Yes,Yes,Female,0,No,No,Yes,61,Very High
4450,2018-08-01,2019-11-01,Month-to-month,Yes,Credit card (automatic),58.6,939.7,1,DSL,No,Yes,No,Yes,No,No,Male,0,No,No,Yes,15,Medium
4451,2016-05-01,,Month-to-month,Yes,Bank transfer (automatic),93.9,4200.25,0,Fiber optic,No,No,No,No,Yes,Yes,Male,1,No,No,Yes,46,Very High
4452,2014-04-01,,Two year,No,Credit card (automatic),86.45,5950.2,0,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,No,71,High
4453,2019-01-01,2019-11-01,Month-to-month,Yes,Electronic check,98.5,1037.75,1,Fiber optic,No,No,Yes,No,Yes,Yes,Male,0,Yes,No,Yes,10,Very High
4454,2019-10-01,,Month-to-month,No,Mailed check,19.4,93.4,0,No,No,No,No,No,No,No,Male,0,No,No,No,4,Low
4455,2019-12-01,2020-01-01,Month-to-month,Yes,Mailed check,50.45,50.45,1,DSL,No,No,Yes,No,No,No,Female,0,No,No,No,1,Medium
4456,2014-06-01,,Two year,Yes,Credit card (automatic),24.95,1614.9,0,No,No,No,No,No,No,No,Female,0,Yes,No,Yes,69,Low
4457,2018-04-01,,Month-to-month,No,Bank transfer (automatic),75.0,1573.95,0,Fiber optic,Yes,No,No,No,No,No,Male,0,Yes,Yes,No,22,High
4458,2016-11-01,2020-01-01,Month-to-month,Yes,Electronic check,94.65,3624.3,1,Fiber optic,No,Yes,Yes,No,Yes,No,Male,0,Yes,Yes,Yes,39,Very High
4459,2019-11-01,2019-12-01,Month-to-month,Yes,Credit card (automatic),100.25,100.25,1,Fiber optic,No,Yes,No,No,Yes,Yes,Female,0,No,No,Yes,1,Very High
4460,2018-08-01,,Month-to-month,No,Electronic check,78.2,1468.75,0,Fiber optic,No,No,Yes,Yes,No,No,Male,0,Yes,No,No,18,High
4461,2017-09-01,,Month-to-month,Yes,Electronic check,94.2,2607.6,0,Fiber optic,No,No,No,Yes,Yes,Yes,Male,0,No,No,No,29,Very High
4462,2018-07-01,2019-11-01,Month-to-month,Yes,Electronic check,88.45,1422.1,1,Fiber optic,No,No,Yes,No,No,Yes,Female,0,No,No,Yes,16,High
4463,2019-10-01,2019-11-01,Month-to-month,Yes,Electronic check,69.85,69.85,1,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,1,High
4464,2018-10-01,2019-10-01,Month-to-month,No,Bank transfer (automatic),81.7,858.6,1,Fiber optic,Yes,No,Yes,No,No,No,Male,0,No,No,No,12,High
4465,2017-07-01,,One year,Yes,Electronic check,50.05,1523.4,0,DSL,No,No,Yes,No,Yes,Yes,Male,0,No,No,Unknown,32,Medium
4466,2019-06-01,2019-10-01,Month-to-month,Yes,Electronic check,79.9,324.3,1,Fiber optic,No,No,No,No,No,Yes,Male,0,No,No,No,4,High
4467,2016-02-01,,One year,Yes,Mailed check,69.55,3435.6,0,DSL,No,No,Yes,Yes,No,Yes,Female,0,Yes,No,Yes,49,High
4468,2018-07-01,2019-10-01,Month-to-month,Yes,Credit card (automatic),25.4,399.6,1,No,No,No,No,No,No,No,Female,0,No,No,Yes,15,Low
4469,2015-12-01,,One year,Yes,Credit card (automatic),90.1,4549.45,0,Fiber optic,Yes,Yes,Yes,Yes,No,No,Male,0,No,No,No,51,High
4470,2019-07-01,,Month-to-month,Yes,Bank transfer (automatic),44.65,322.5,0,DSL,No,No,No,No,No,No,Male,0,No,No,No,7,Medium
4471,2016-07-01,2019-12-01,Month-to-month,Yes,Bank transfer (automatic),83.75,3273.55,1,Fiber optic,Yes,No,Yes,No,No,No,Male,1,Yes,No,Yes,42,High
4472,2014-06-01,,Two year,No,Credit card (automatic),80.35,5375.15,0,Fiber optic,Yes,No,Yes,No,No,No,Male,0,Yes,Yes,No,69,High
4473,2017-12-01,,Month-to-month,Yes,Bank transfer (automatic),98.1,2510.7,0,Fiber optic,No,No,Yes,No,Yes,Yes,Female,1,Yes,No,Yes,26,Very High
4474,2015-05-01,,Two year,No,Credit card (automatic),53.35,3090.05,0,DSL,No,No,Yes,Yes,Yes,Yes,Male,0,No,No,Unknown,58,Medium
4475,2019-11-01,,Month-to-month,No,Electronic check,19.55,61.05,0,No,No,No,No,No,No,No,Female,0,No,No,No,3,Low
4476,2019-09-01,2019-10-01,Month-to-month,No,Mailed check,20.9,20.9,1,No,No,No,No,No,No,No,Female,0,No,No,No,1,Low
4477,2018-07-01,,One year,Yes,Bank transfer (automatic),48.95,955.6,0,DSL,Yes,No,No,No,No,No,Male,0,Yes,Yes,No,19,Medium
4478,2019-11-01,,Month-to-month,Yes,Electronic check,54.2,140.4,0,DSL,No,No,No,No,Yes,No,Female,0,No,No,No,3,Medium
4479,2015-03-01,,Two year,No,Electronic check,24.45,1493.1,0,No,No,No,No,No,No,No,Female,0,No,No,Yes,60,Low
4480,2019-09-01,2019-10-01,Month-to-month,Yes,Mailed check,69.4,69.4,1,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,No,1,High
4481,2016-08-01,,Month-to-month,Yes,Bank transfer (automatic),40.15,1626.05,0,DSL,Yes,No,No,No,Yes,No,Male,0,Yes,No,Unknown,43,Low
4482,2019-04-01,2019-11-01,Month-to-month,Yes,Electronic check,74.9,541.15,1,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,7,High
4483,2014-07-01,,Two year,No,Credit card (automatic),25.6,1784.9,0,No,No,No,No,No,No,No,Male,0,Yes,No,Yes,68,Low
4484,2020-01-01,,Month-to-month,Yes,Electronic check,70.35,70.35,0,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,1,High
4485,2014-08-01,,Two year,No,Bank transfer (automatic),91.7,6075.9,0,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,No,Yes,67,High
4486,2015-01-01,,Month-to-month,No,Mailed check,89.2,5500.6,0,Fiber optic,No,No,Yes,No,No,Yes,Female,0,No,No,Yes,62,High
4487,2019-10-01,,One year,No,Credit card (automatic),24.1,73.1,0,No,No,No,No,No,No,No,Male,0,Yes,Yes,Yes,4,Low
4488,2016-07-01,2020-01-01,Month-to-month,Yes,Credit card (automatic),74.15,3229.4,1,Fiber optic,Yes,No,No,No,No,No,Female,1,Yes,No,No,43,High
4489,2014-10-01,,One year,Yes,Bank transfer (automatic),53.85,3399.85,0,DSL,No,Yes,No,No,No,No,Female,0,Yes,Yes,Yes,65,Medium
4490,2015-08-01,,One year,Yes,Bank transfer (automatic),115.6,6431.05,0,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,1,Yes,No,Yes,55,Very High
4491,2020-01-01,,Month-to-month,Yes,Credit card (automatic),19.75,19.75,0,No,No,No,No,No,No,No,Male,0,No,No,No,1,Low
4492,2015-08-01,,Two year,Yes,Bank transfer (automatic),24.05,1230.9,0,No,No,No,No,No,No,No,Male,0,Yes,Yes,Yes,55,Low
4493,2018-08-01,,Two year,No,Credit card (automatic),25.3,454.65,0,No,No,No,No,No,No,No,Female,0,No,Yes,Yes,18,Low
4494,2019-11-01,,Month-to-month,No,Electronic check,84.3,235.05,0,Fiber optic,No,Yes,No,No,No,Yes,Male,0,No,No,No,3,High
4495,2019-10-01,2019-11-01,Month-to-month,Yes,Electronic check,70.1,70.1,1,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,1,High
4496,2014-02-01,,Two year,No,Credit card (automatic),89.75,6595.9,0,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,73,High
4497,2015-02-01,,One year,Yes,Electronic check,97.95,5867.0,0,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,1,Yes,No,No,61,Very High
4498,2019-03-01,,One year,Yes,Mailed check,20.0,196.35,0,No,No,No,No,No,No,No,Female,0,Yes,Yes,No,11,Low
4499,2019-01-01,2020-01-01,Month-to-month,Yes,Electronic check,78.3,909.25,1,Fiber optic,Yes,No,No,No,No,No,Female,0,No,Yes,Yes,12,High
4500,2015-01-01,,One year,No,Credit card (automatic),103.9,6449.15,0,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,No,62,Very High
4501,2016-11-01,,Two year,No,Credit card (automatic),20.7,762.45,0,No,No,No,No,No,No,No,Female,0,No,No,No,40,Low
4502,2015-04-01,2019-11-01,Month-to-month,Yes,Electronic check,96.8,5283.95,1,Fiber optic,No,No,No,No,Yes,Yes,Male,0,No,No,Yes,56,Very High
4503,2018-07-01,2019-12-01,Month-to-month,Yes,Electronic check,94.4,1617.5,1,Fiber optic,Yes,Yes,No,No,Yes,No,Female,0,No,No,Yes,17,Very High
4504,2017-01-01,,One year,No,Credit card (automatic),20.15,785.75,0,No,No,No,No,No,No,No,Male,0,No,No,No,38,Low
4505,2014-02-01,,Two year,Yes,Mailed check,26.0,1776.0,0,No,No,No,No,No,No,No,Female,0,Yes,No,Yes,73,Low
4506,2014-02-01,,Two year,No,Credit card (automatic),77.35,5396.25,0,DSL,No,Yes,Yes,Yes,Yes,No,Male,1,Yes,No,Yes,73,High
4507,2019-06-01,,Month-to-month,No,Bank transfer (automatic),66.05,574.5,0,DSL,Yes,No,No,Yes,No,Yes,Female,0,No,No,No,8,Medium
4508,2018-04-01,,Month-to-month,No,Mailed check,19.9,400.3,0,No,No,No,No,No,No,No,Female,0,Yes,Yes,No,22,Low
4509,2019-12-01,2020-01-01,Month-to-month,No,Electronic check,84.3,84.3,1,Fiber optic,No,Yes,No,No,Yes,No,Female,0,No,No,No,1,High
4510,2016-12-01,,Month-to-month,No,Credit card (automatic),68.15,2656.3,0,DSL,No,Yes,No,Yes,No,Yes,Female,0,No,No,Yes,39,Medium
4511,2018-09-01,,One year,No,Electronic check,80.85,1445.95,0,DSL,No,Yes,Yes,Yes,Yes,Yes,Male,0,No,Yes,No,17,High
4512,2014-04-01,,Two year,Yes,Bank transfer (automatic),75.5,5212.65,0,DSL,No,Yes,Yes,Yes,Yes,No,Female,1,No,No,Yes,71,High
4513,2013-10-01,2019-10-01,Two year,No,Credit card (automatic),92.45,6440.25,1,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,1,Yes,Yes,Yes,73,High
4514,2017-10-01,,Month-to-month,Yes,Electronic check,80.6,2244.95,0,Fiber optic,No,No,No,No,No,Yes,Female,0,No,No,No,28,High
4515,2018-11-01,,Month-to-month,Yes,Bank transfer (automatic),83.2,1130.0,0,Fiber optic,No,Yes,No,No,Yes,No,Female,0,No,No,No,15,High
4516,2014-02-01,,Two year,Yes,Bank transfer (automatic),87.55,6463.15,0,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,73,High
4517,2018-12-01,2019-11-01,Month-to-month,Yes,Electronic check,99.55,1131.2,1,Fiber optic,No,No,Yes,No,Yes,Yes,Female,1,Yes,No,Yes,11,Very High
4518,2019-04-01,2019-12-01,Month-to-month,Yes,Electronic check,81.25,585.95,1,Fiber optic,No,No,Yes,No,No,No,Male,1,No,No,Yes,8,High
4519,2015-05-01,,One year,Yes,Bank transfer (automatic),109.4,6252.7,0,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,58,Very High
4520,2019-11-01,2019-12-01,Month-to-month,No,Bank transfer (automatic),19.95,19.95,1,No,No,No,No,No,No,No,Male,0,Yes,Yes,No,1,Low
4521,2016-04-01,,Month-to-month,No,Electronic check,45.55,2062.15,0,DSL,Yes,Yes,No,No,Yes,No,Female,0,Yes,No,Unknown,47,Medium
4522,2017-08-01,,One year,No,Credit card (automatic),20.7,587.1,0,No,No,No,No,No,No,No,Male,0,Yes,No,No,30,Low
4523,2019-04-01,,Month-to-month,No,Electronic check,75.3,720.45,0,Fiber optic,Yes,No,No,No,No,No,Male,1,Yes,No,No,10,High
4524,2017-11-01,2019-10-01,Month-to-month,Yes,Electronic check,99.25,2186.4,1,Fiber optic,Yes,Yes,Yes,No,Yes,No,Male,0,Yes,No,Yes,23,Very High
4525,2017-06-01,,Month-to-month,Yes,Credit card (automatic),93.4,2979.3,0,Fiber optic,Yes,Yes,Yes,No,No,Yes,Male,0,No,No,No,32,High
4526,2019-01-01,,Month-to-month,Yes,Credit card (automatic),73.75,956.65,0,Fiber optic,Yes,No,No,No,No,No,Male,0,No,No,No,13,High
4527,2016-09-01,2019-12-01,Two year,Yes,Electronic check,80.45,3201.55,1,Fiber optic,No,No,Yes,Yes,No,No,Female,0,No,No,No,40,High
4528,2016-06-01,,Month-to-month,Yes,Credit card (automatic),88.15,3973.2,0,Fiber optic,No,Yes,Yes,No,Yes,No,Female,0,No,No,No,45,High
4529,2019-05-01,,Month-to-month,No,Mailed check,49.2,447.9,0,DSL,No,No,No,Yes,No,No,Male,1,No,No,No,9,Medium
4530,2014-07-01,,Two year,No,Mailed check,19.65,1335.2,0,No,No,No,No,No,No,No,Female,0,Yes,No,No,68,Low
4531,2019-02-01,2019-11-01,Month-to-month,Yes,Bank transfer (automatic),79.35,661.25,1,Fiber optic,No,No,Yes,No,No,No,Male,0,Yes,Yes,Yes,9,High
4532,2018-09-01,2019-12-01,Month-to-month,Yes,Electronic check,79.75,1111.85,1,Fiber optic,No,Yes,No,No,No,No,Female,0,No,No,Yes,15,High
4533,2014-03-01,,Two year,Yes,Bank transfer (automatic),105.15,7555.0,0,Fiber optic,No,Yes,Yes,No,Yes,Yes,Female,0,Yes,No,Yes,72,Very High
4534,2020-01-01,,Month-to-month,No,Credit card (automatic),49.0,49.0,0,DSL,No,No,No,Yes,No,No,Male,0,No,No,No,1,Medium
4535,2017-07-01,2020-01-01,Month-to-month,Yes,Electronic check,100.05,3046.15,1,Fiber optic,No,No,Yes,No,Yes,Yes,Female,0,Yes,Yes,Yes,30,Very High
4536,2019-10-01,2019-11-01,Month-to-month,Yes,Electronic check,69.35,69.35,1,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,1,High
4537,2018-09-01,,Month-to-month,Yes,Mailed check,49.8,836.35,0,DSL,No,Yes,No,No,Yes,Yes,Male,0,Yes,No,Unknown,17,Medium
4538,2019-10-01,2020-01-01,Month-to-month,No,Electronic check,85.8,272.2,1,Fiber optic,No,No,No,Yes,No,Yes,Female,0,No,No,No,3,High
4539,2014-04-01,2019-11-01,Two year,Yes,Electronic check,79.7,5293.4,1,DSL,Yes,No,Yes,No,Yes,Yes,Male,0,Yes,Yes,Yes,68,High
4540,2020-01-01,,Month-to-month,No,Bank transfer (automatic),20.95,20.95,0,No,No,No,No,No,No,No,Male,0,No,No,No,1,Low
4541,2019-12-01,2020-01-01,Month-to-month,No,Mailed check,50.55,50.55,1,DSL,No,No,No,No,No,No,Female,1,No,No,Yes,1,Medium
